"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1158","Group15.19","amel_OGSv3.2","gene",1329830,1329830,"0.987005","-",".","GB50059"
"1159","Group15.19","amel_OGSv3.2","gene",1883949,1883949,"1","-",".","GB50031"
"1160","Group15.19","amel_OGSv3.2","gene",1907992,1907992,"0.86978","+",".","GB50204"
"1161","Group15.19","amel_OGSv3.2","gene",1909883,1909883,"0.86978","+",".","GB50204"
"1162","Group15.19","amel_OGSv3.2","gene",1909895,1909895,"0.86978","+",".","GB50204"
"1163","Group15.19","amel_OGSv3.2","gene",2361442,2361442,"0.985431","-",".","GB49985"
"1164","Group15.19","amel_OGSv3.2","gene",904298,904298,"1","+",".","GB50158"
"1177","Group16.2","amel_OGSv3.2","gene",1146122,1146122,"0.999856","-",".","GB54309"
"1178","Group16.2","amel_OGSv3.2","gene",685297,685297,"1","-",".","GB54321"
"1179","Group16.2","amel_OGSv3.2","gene",685394,685394,"1","-",".","GB54321"
"1191","Group16.4","amel_OGSv3.2","gene",1359651,1359651,"1","+",".","GB51334"
"1192","Group16.4","amel_OGSv3.2","gene",1442172,1442172,"0.999801","+",".","GB51337"
"1193","Group16.4","amel_OGSv3.2","gene",1442384,1442384,"0.999801","+",".","GB51337"
"1194","Group16.4","amel_OGSv3.2","gene",1445395,1445395,"0.999801","+",".","GB51337"
"1195","Group16.4","amel_OGSv3.2","gene",1451258,1451258,"0.999972","-",".","GB51276"
"1196","Group16.4","amel_OGSv3.2","gene",237449,237449,"1","-",".","GB51299"
"1226","Group16.5","amel_OGSv3.2","gene",158891,158891,"1","+",".","GB47615"
"1227","Group16.5","amel_OGSv3.2","gene",159838,159838,"1","+",".","GB47615"
"1228","Group16.5","amel_OGSv3.2","gene",159999,159999,"1","+",".","GB47615"
"1229","Group16.5","amel_OGSv3.2","gene",160029,160029,"1","+",".","GB47615"
"1230","Group16.5","amel_OGSv3.2","gene",160043,160043,"1","+",".","GB47615"
"1231","Group16.5","amel_OGSv3.2","gene",160280,160280,"1","+",".","GB47615"
"1232","Group16.5","amel_OGSv3.2","gene",160293,160293,"1","+",".","GB47615"
"1233","Group16.5","amel_OGSv3.2","gene",283368,283368,"0.461179","-",".","GB47584"
"1234","Group16.5","amel_OGSv3.2","gene",400971,400971,"0.999999","+",".","GB47628"
"1235","Group16.5","amel_OGSv3.2","gene",456312,456312,"0.626251","-",".","GB47572"
"1236","Group16.5","amel_OGSv3.2","gene",501921,501921,"0.999997","-",".","GB47568"
"1237","Group16.5","amel_OGSv3.2","gene",501999,501999,"0.999997","-",".","GB47568"
"1238","Group16.5","amel_OGSv3.2","gene",502530,502530,"0.999997","-",".","GB47568"
"1239","Group16.5","amel_OGSv3.2","gene",513939,513939,"0.873546","-",".","GB47566"
"1240","Group16.5","amel_OGSv3.2","gene",514927,514927,"0.873546","-",".","GB47566"
"1241","Group16.5","amel_OGSv3.2","gene",515336,515336,"0.873546","-",".","GB47566"
"1263","Group16.6","amel_OGSv3.2","gene",147894,147894,"0.570968","+",".","GB45618"
"1272","GroupUn54","amel_OGSv3.2","gene",33489,33489,"1","-",".","GB45752"
"1273","GroupUn54","amel_OGSv3.2","gene",45527,45527,"0.999958","+",".","GB45755"
"1274","GroupUn54","amel_OGSv3.2","gene",45535,45535,"0.999958","+",".","GB45755"
"1275","GroupUn54","amel_OGSv3.2","gene",45567,45567,"0.999958","+",".","GB45755"
"1276","GroupUn54","amel_OGSv3.2","gene",45741,45741,"0.999958","+",".","GB45755"
"1277","GroupUn54","amel_OGSv3.2","gene",45798,45798,"0.999958","+",".","GB45755"
"1287","GroupUn64","amel_OGSv3.2","gene",53145,53145,"1","+",".","GB46818"
"1291","GroupUn107","amel_OGSv3.2","gene",41744,41744,"0.755189","-",".","GB53269"
"1294","GroupUn135","amel_OGSv3.2","gene",10787,10787,"1","-",".","GB55896"
"1299","GroupUn156","amel_OGSv3.2","gene",31929,31929,"0.999972","-",".","GB42921"
"1303","GroupUn162","amel_OGSv3.2","gene",38931,38931,"1","-",".","GB51954"
"1308","GroupUn188","amel_OGSv3.2","gene",11104,11104,"1","-",".","GB52673"
"1309","GroupUn188","amel_OGSv3.2","gene",11104,11104,"1","+",".","GB52676"
